序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
223,新泉转债!!,113509,2018/6/22,新泉股份,603179,汽车,零部件制,158.01,2.46%,0.35%,22.66,3.00%,21,6.10%,110.3,14.22,3.11,159.35,-0.80%,转股中,3.88年,1.88年,3.20%,5.10%,2.2,70,-8.99%,-9.41%,-15.10%,-15.20%,94.01,93.29,71.23,164.52,-4.00%,52%,<2%,17%,0.94,AA,4.50%,157.21 ,156.7,62.7,-0.50%,11,新泉转债!!
75,东财转2,123041,2020/2/14,东方财富,300059,金融,证券行业,184.5,-1.60%,-0.83%,24.64,-2.53%,7018,50.90%,110.5,13.13,7.49,187.66,-1.70%,转股中,5.49年,3.49年,3.70%,6.90%,73,1986,-9.01%,-9.31%,-14.40%,-14.50%,87.82,88.05,103.74,191.79,-3.80%,50%,<2%,18%,0.96,AA+,4.28%,182.80 ,181.3,93.3,9.70%,38,东财转2
96,新莱转债!,123037,2020/1/22,新莱应材,300260,机械装备,通用设备,195.51,2.36%,1.19%,21.44,3.68%,697,397%,118.2,11.08,5.46,193.5,1.00%,转股中,5.42年,3.42年,1.90%,3.80%,0.9,46,-9.03%,-9.53%,-15.50%,-15.70%,80.93,80.72,119.17,199.89,-2.20%,67%,<2%,17%,0.97,A+,7.48%,196.51 ,197.5,116.6,0.60%,15,新莱转债!
242,太阳转债!,128029,2018/1/16,太阳纸业,2078,造纸包装,造纸行业,135.7,0.10%,3.59%,11.15,4.21%,24,1.50%,107.8,8.55,1.93,130.41,4.10%,转股中,2.43年,0.43年,4.10%,5.40%,12,289,-9.12%,-9.66%,-45.00%,-45.20%,98.75,98.54,35.59,134.13,1.20%,39%,30%,16%,0.88,AA+,3.81%,139.80 ,141,42.2,10.50%,8,太阳转债!
243,赣锋转债!,128028,2018/1/19,赣锋锂业,2460,有色金属,小金属,152,0.19%,1.66%,60.55,2.04%,209,15.00%,109.3,42.28,9.52,143.21,6.10%,转股中,3.43年,1.43年,1.20%,1.70%,9.2,783,-9.31%,-9.74%,-19.30%,-19.50%,95.19,94.24,53.95,148.19,2.60%,58%,30%,17%,0.91,AA,4.50%,158.10 ,160.8,65.6,3.00%,14,赣锋转债!
188,溢利转债!,123018,2019/1/23,溢多利,300381,医药,原料药,177.031,-1.65%,1.25%,14.78,-0.40%,116,83.10%,114.9,8.29,2.62,178.29,-0.70%,转股中,4.42年,2.42年,1.10%,2.00%,0.8,70,-9.47%,-9.98%,-13.20%,-13.30%,90.15,91.12,87.16,178.29,-0.70%,39%,39%,17%,1,AA-,5.50%,176.33 ,175.8,84.7,-5.00%,14,溢利转债!
220,广电转债!!,110044,2018/7/24,广电网络,600831,传媒娱乐,影视娱乐,168.52,0.89%,-1.98%,7.75,-1.52%,173,143%,112.3,6.9,1.52,112.32,50.00%,转股中,3.94年,1.94年,1.30%,1.40%,0.7,55,-9.93%,-10.40%,-16.20%,-16.30%,93.75,94.71,28.7,123.41,36.60%,52%,74%,17%,0.71,AA,4.50%,218.52 ,224.7,130,-4.90%,11,广电转债!!
170,长信转债!!,123022,2019/4/10,长信科技,300088,通信互联,通信设备,187.122,0.87%,-0.35%,11.11,0.54%,49,7.60%,114.9,6.15,4.14,180.65,3.60%,转股中,4.66年,2.66年,1.30%,2.30%,3.4,271,-10.10%,-10.60%,-12.50%,-12.60%,91.4,93.95,91.89,185.84,0.70%,63%,22%,16%,0.96,AA,4.50%,190.72 ,193.6,99.6,-4.00%,12,长信转债!!
272,电气转债!,113008,2015/2/16,上海电气,601727,能源电力,电力设备,113.03,0.39%,-0.73%,5.34,-0.74%,36,0.70%,106.6,5.13,1.27,104.09,8.60%,转股中,0.54年,回售中,5.50%,5.70%,45,809,-10.20%,-12.30%,回售中,回售中,103,104.89,4.65,109.54,3.20%,32%,28%,16%,0.46,AAA,3.03%,121.63 ,122,17.1,-1.10%,27,电气转债!
216,盛路转债!!,128041,2018/8/14,盛路通信,2446,通信互联,通信设备,175.99,-1.84%,1.79%,7.13,-1.66%,236,248%,115,6.85,2.28,104.09,69.10%,转股中,3.995年,1.995年,0.80%,0.90%,0.5,64,-10.40%,-10.90%,-16.80%,-16.90%,93.53,96.16,8.36,104.52,68.40%,49%,>100%,16%,0.03,AA,4.50%,245.09 ,247.9,151.7,-4.10%,12,盛路转债!!
180,富祥转债!,123020,2019/3/29,富祥药业,300497,医药,原料药,203.8,1.05%,0.50%,19,1.55%,91,65.90%,120.5,9.28,3.15,204.74,-0.50%,转股中,4.62年,2.62年,0.80%,1.60%,0.7,88,-10.90%,-11.60%,-14.20%,-14.30%,89.62,94.63,110.12,204.74,-0.50%,66%,66%,16%,1,AA-,5.50%,203.30 ,202.9,108.2,-4.60%,19,富祥转债!
99,国轩转债!,128086,2020/1/10,国轩高科,2074,汽车,零部件制,218.58,1.94%,0.35%,26.73,2.30%,594,34.00%,115.3,12.19,3.37,219.28,-0.30%,转股中,5.41年,3.41年,2.50%,5.40%,7.9,320,-11.30%,-11.70%,-10.40%,-10.50%,87.98,90.01,129.27,219.28,-0.30%,49%,49%,16%,1,AA,4.78%,218.28 ,217.9,127.9,-6.40%,28,国轩转债!
186,联泰转债!,113526,2019/2/18,联泰环保,603797,城市公用,三废处理,192.81,16.00%,-14.90%,9.66,1.15%,1213,343%,110.8,6.11,2.12,158.1,22.00%,转股中,4.52年,2.52年,4.50%,7.10%,1.9,43,-11.70%,-12.10%,-14.10%,-14.20%,91.9,91.19,73.2,164.39,17.30%,50%,27%,18%,0.92,AA,4.50%,214.81 ,227.5,135.6,-13.30%,9,联泰转债!
184,尚荣转债!,128053,2019/3/7,尚荣医疗,2551,医药,医疗器械,206,3.10%,1.39%,9.07,4.49%,498,128%,114.9,4.89,2.59,185.48,11.10%,转股中,4.58年,2.58年,2.60%,4.80%,1.9,74,-12.20%,-12.60%,-14.70%,-14.80%,91.75,94.32,91.17,185.48,11.10%,52%,>100%,16%,1,AA,4.50%,217.10 ,226.5,132.2,3.10%,30,尚荣转债!
131,晶瑞转债!,123031,2019/9/26,晶瑞股份,300655,化工,化工,233.501,-0.84%,-1.94%,39.85,-2.78%,144,97.40%,116.2,18.53,7.52,215.06,8.60%,转股中,5年41天,3年41天,0.80%,1.80%,0.6,75,-13.00%,-13.40%,-12.70%,-12.80%,82.08,81,134.06,215.06,8.60%,68%,>100%,18%,1,A+,7.48%,242.10 ,251.9,169.9,-10.80%,15,晶瑞转债!
260,模塑转债!!,127004,2017/8/16,模塑科技,700,汽车,零部件制,170.99,-0.47%,0.46%,7.88,-0.38%,154,67.30%,113.3,7.59,2.78,103.82,64.70%,转股中,2.87年,0.87年,1.80%,1.90%,1.3,72,-13.50%,-14.20%,-38.80%,-39.00%,97.45,100.56,3.88,104.43,63.70%,49%,>100%,17%,0.03,AA,4.31%,235.69 ,238.2,137.6,-3.70%,42,模塑转债!!
208,东音转债!!,128043,2018/8/27,罗欣药业,2793,医药,化学制药,211.7,0.81%,-0.89%,13.17,-0.08%,102,77.60%,115.1,6.22,4.96,211.74,0.00%,转股中,4年14天,2年14天,0.30%,0.70%,0.6,191,-14.20%,-14.80%,-20.20%,-20.30%,93.98,96.75,114.99,211.74,0.00%,55%,<2%,17%,1,AA,4.50%,211.70 ,211.7,114.9,-1.70%,12,东音转债!!
212,横河转债!,123013,2018/8/20,横河模具,300539,机械装备,专用设备,220.001,-5.22%,5.16%,7.29,-0.14%,390,448%,116,9.18,3.36,79.41,177%,转股中,4年7天,2年7天,2.40%,1.90%,0.4,16,-15.00%,-15.60%,-21.10%,-21.20%,89.69,88.43,13.14,101.56,116.60%,45%,>100%,17%,0.39,A+,7.20%,397.00 ,360.6,270.9,-0.10%,16,横河转债!
187,凯龙转债!,128052,2019/1/21,凯龙股份,2783,化工,化工,245.608,-5.50%,6.51%,12,1.01%,629,784%,115,6.67,2.65,179.91,36.50%,转股中,4.43年,2.43年,0.70%,1.30%,0.3,45,-16.00%,-16.50%,-18.50%,-18.60%,92.46,95.04,84.87,179.91,36.50%,59%,>100%,17%,1,AA,4.50%,282.11 ,311.3,216.3,11.50%,12,凯龙转债!
241,天康转债!!,128030,2018/1/29,天康生物,2100,农业,畜牧业,226.976,0.43%,0.50%,17.32,0.93%,454,205%,112.3,7.85,3.74,220.64,2.90%,转股中,3.43年,1.43年,0.50%,1.20%,1,186,-18.80%,-19.30%,-32.30%,-32.40%,95.89,96.88,123.76,220.64,2.90%,48%,>100%,16%,1,AA,4.50%,229.88 ,233.3,136.4,4.40%,11,天康转债!!
95,振德转债!,113555,2020/1/14,振德医疗,603301,医药,医疗器械,541.02,1.15%,0.33%,74.18,1.49%,2364,148%,124.8,14.01,7.78,529.48,2.20%,转股中,5.42年,3.42年,2.00%,10.70%,3,148,-24.00%,-24.50%,-16.50%,-16.50%,85.85,92.72,442.97,535.69,1.00%,70%,56%,17%,0.99,AA-,5.78%,543.22 ,552.6,459.8,16.70%,16,振德转债!
198,特发转债!,127008,2018/12/25,特发信息,70,通信互联,通信设备,324,2.00%,0.35%,10.48,2.34%,1501,779%,111.1,5.54,3.01,189.17,71.30%,转股中,3.33年,1.33年,0.70%,1.30%,0.6,86,-27.70%,-28.10%,-43.60%,-43.60%,95.4,96.17,93,189.17,71.30%,53%,>100%,17%,1,AA,4.50%,395.30 ,458.8,362.7,3.20%,15,特发转债!
135,英科转债!,123029,2019/9/10,英科医疗,300677,医药,医疗器械,1012.95,5.09%,-2.64%,161.92,2.48%,2155,155%,138.7,16.02,18.56,1010.74,0.20%,转股中,5年28天,3年28天,0.40%,4.00%,1.4,357,-33.00%,-33.60%,-21.30%,-21.30%,90.16,105.34,915.24,1020.58,-0.70%,71%,<2%,17%,0.99,AA-,5.78%,1013.15 ,1015.2,909.8,22.70%,16,英科转债!
