序号,转债名称,转债代码,进展/上市日期,股票名称,股票代码,行业,子行业,转债价格,涨跌,日内套利,股价,涨跌,转债成交额,转债换手率,剩余本息,转股价格,P/B,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,股票市值,税前收益率,税后收益率,税前回售收益,税后回售收益,回售价值,纯债价值,纯债溢价率,弹性,信用,折现率,双低,老式双低,新式双低,MA20乖离,热门度,转债名称
117,国轩转债!,128086,2020/1/10,国轩高科,002074,汽车,零部件制,219.68,-1.29%,0.15%,26.92,-1.14%,215,29.60%,115.3,12.19,3.4,220.84,-0.50%,转股中,5.34年,3.34年,1.00%,2.20%,3.3,335,-11.60%,-12.00%,-10.80%,-10.90%,88.27,90.29,143.30%,1,AA,4.79%,219.18 ,218.5,128.2,3.90%,26,国轩转债!
202,尚荣转债!,128053,2019/3/7,尚荣医疗,002551,医药,医疗器械,199.49,-11.60%,10.90%,8.35,-0.71%,670,167%,114.9,4.89,2.39,170.76,16.80%,转股中,4.50年,2.50年,2.80%,4.80%,1.9,68,-11.70%,-12.20%,-14.70%,-14.80%,91.78,94.16,111.86%,1,AA,4.62%,216.29 ,228.2,134.1,-6.50%,29,尚荣转债!
198,富祥转债!,123020,2019/3/29,富祥药业,300497,医药,原料药,211.2,-4.43%,3.82%,19.4,-0.61%,140,168%,120.5,9.28,4.82,209.05,1.00%,转股中,4.54年,2.54年,0.40%,0.90%,0.4,90,-11.80%,-12.50%,-15.30%,-15.40%,89.72,94.54,123.40%,1,AA-,5.62%,212.20 ,213.3,118.8,-2.80%,18,富祥转债!
228,凯发转债!,123014,2018/8/21,凯发电气,300407,能源电力,电力设备,160.13,-8.60%,8.86%,9.06,0.33%,821,424%,108.5,8.12,2.17,111.58,43.50%,转股中,2.95年,0.95年,4.20%,4.70%,1.2,28,-12.50%,-12.90%,-32.70%,-32.80%,93.76,88.69,80.55%,0.78,A+,7.17%,203.63 ,208.7,114.9,5.00%,14,凯发转债!
260,太阳转债!!,128029,2018/1/16,太阳纸业,002078,造纸包装,造纸行业,151.6,-0.26%,-1.98%,12.64,-2.24%,80,4.40%,107.8,8.55,2.19,147.84,2.50%,转股中,2.35年,0.35年,3.60%,5.30%,12,328,-13.60%,-14.10%,-67.90%,-68.10%,98.96,98.47,53.96%,1,AA+,3.97%,154.10 ,155.4,56.4,2.10%,8,太阳转债!!
241,新泉转债!!,113509,2018/6/22,新泉股份,603179,汽车,零部件制,192.72,-1.59%,-0.73%,27.35,-2.39%,58,13.80%,110.3,14.22,4.4,192.33,0.20%,转股中,3.80年,1.80年,2.60%,4.90%,2.2,85,-13.90%,-14.20%,-21.30%,-21.40%,94.12,93.2,106.78%,0.97,AA,4.62%,192.92 ,193.1,99,13.50%,11,新泉转债!!
243,金农转债!!,128036,2018/4/2,金新农,002548,农业,畜牧业,188,-12.20%,10.80%,11.45,-1.38%,2093,694%,110.3,7.39,2.66,154.94,21.30%,转股中,3.56年,1.56年,2.30%,3.50%,1.5,64,-14.10%,-14.50%,-24.20%,-24.40%,93.6,91.14,106.28%,1,AA-,5.62%,209.30 ,221.1,127.5,2.40%,16,金农转债!!
149,晶瑞转债!,123031,2019/9/26,晶瑞股份,300655,化工,化工,262,-7.75%,8.19%,37.3,0.46%,772,445%,116.2,18.53,7.04,201.3,30.20%,转股中,5年13天,3年13天,0.90%,1.80%,0.6,70,-15.10%,-15.60%,-14.40%,-14.40%,82.52,81.41,221.83%,0.97,A+,7.49%,292.20 ,322.7,240.2,-3.80%,14,晶瑞转债!
238,广电转债!!,110044,2018/7/24,广电网络,600831,传媒娱乐,影视娱乐,214.16,-11.20%,10.40%,8.25,-0.96%,745,459%,112.3,6.9,1.62,119.57,79.10%,转股中,3.86年,1.86年,1.20%,1.40%,0.7,59,-15.60%,-16.00%,-22.80%,-22.90%,93.85,94.62,126.34%,0.78,AA,4.62%,293.26 ,308.8,214.1,5.70%,10,广电转债!!
289,电气转债!,113008,2015/2/16,上海电气,601727,能源电力,电力设备,116.92,-0.49%,-0.67%,5.87,-1.51%,72,1.40%,106.6,5.13,1.4,114.42,2.20%,转股中,0.47年,回售中,5.00%,5.70%,44,889,-18.00%,-20.10%,回售中,回售中,103,105.09,11.26%,0.76,AAA,3.10%,119.12 ,119.4,14.3,4.50%,27,电气转债!
234,盛路转债!!,128041,2018/8/14,盛路通信,002446,通信互联,通信设备,245.8,-7.59%,9.13%,7.89,1.54%,2298,1685%,114.3,6.85,2.53,115.18,113%,转股中,3.92年,1.92年,0.70%,0.90%,0.5,71,-18.00%,-18.50%,-24.70%,-24.80%,93.62,96.06,155.88%,1,AA,4.62%,358.80 ,376.4,280.4,6.30%,12,盛路转债!!
278,模塑转债!!,127004,2017/8/16,模塑科技,000700,汽车,零部件制,203.1,-11.00%,11.00%,7.82,-0.38%,1753,615%,113.3,7.59,2.76,103.03,97.10%,转股中,2.79年,0.79年,1.90%,1.90%,1.3,72,-19.10%,-19.70%,-52.10%,-52.30%,97.62,100.46,102.17%,0.02,AA,4.47%,300.20 ,303.2,202.7,0.90%,40,模塑转债!!
259,天康转债!!,128030,2018/1/29,天康生物,002100,农业,畜牧业,233.896,-3.80%,3.80%,17.41,0.00%,412,174%,112.3,7.85,3.76,221.78,5.50%,转股中,3.35年,1.35年,0.50%,1.20%,1,187,-20.00%,-20.40%,-35.00%,-35.20%,96.05,96.85,141.50%,1,AA,4.62%,239.40 ,246,149.2,0.70%,10,天康转债!!
226,东音转债!!,128043,2018/8/27,罗欣药业,002793,医药,化学制药,290,-14.70%,15.50%,15.75,0.83%,914,753%,114.5,6.22,5.94,253.22,14.50%,转股中,3.96年,1.96年,0.20%,0.40%,0.4,228,-21.20%,-21.60%,-26.80%,-26.80%,93.47,96.04,201.96%,1,AA,4.62%,304.50 ,326.8,230.7,4.30%,11,东音转债!!
205,凯龙转债!,128052,2019/1/21,凯龙股份,002783,化工,化工,351,3.27%,-1.17%,12.69,2.09%,3451,3121%,115,6.67,2.81,190.25,84.50%,转股中,4.35年,2.35年,0.70%,1.30%,0.3,48,-22.90%,-23.30%,-23.70%,-23.70%,92.51,94.9,269.86%,1,AA,4.62%,435.50 ,511.7,416.8,4.20%,12,凯龙转债!
113,振德转债!,113555,2020/1/14,振德医疗,603301,医药,医疗器械,596.1,0.46%,0.23%,83.82,0.70%,1482,98.00%,124.8,14.01,8.79,598.29,-0.40%,转股中,5.34年,3.34年,1.50%,9.20%,2.6,167,-25.70%,-26.20%,-17.40%,-17.50%,86.19,93.07,540.49%,0.99,AA-,5.79%,595.70 ,593.9,500.8,0.30%,17,振德转债!
230,横河转债!,123013,2018/8/20,横河模具,300539,机械装备,专用设备,427,0.71%,0.27%,7.66,2.13%,4956,3065%,115.2,9.13,3.53,83.9,409%,转股中,3.94年,1.94年,2.20%,1.90%,0.4,17,-28.60%,-29.00%,-31.90%,-31.90%,89.16,87.72,386.78%,0.46,A+,7.32%,836.00 ,770.1,680.9,2.70%,15,横河转债!
216,特发转债!,127008,2018/12/25,特发信息,000070,通信互联,通信设备,357,-15.00%,16.50%,13.46,1.51%,2389,1038%,111.1,5.54,3.87,242.96,46.90%,转股中,3.25年,1.25年,0.50%,1.30%,0.6,110,-30.40%,-30.80%,-48.30%,-48.30%,95.56,96.14,271.33%,1,AA,4.62%,403.90 ,471,374.9,14.80%,15,特发转债!
153,英科转债!,123029,2019/9/10,英科医疗,300677,医药,医疗器械,969.131,-1.53%,0.08%,156.21,-1.46%,311,22.90%,138.7,16.11,17.91,969.65,-0.10%,转股中,5年0.1天,3年0.1天,0.40%,3.90%,1.4,347,-32.80%,-33.50%,-21.90%,-22.00%,90.53,105.75,816.44%,0.99,AA-,5.79%,969.03 ,968.6,862.9,-5.10%,16,英科转债!
